269	n09246464
270	n09428293
271	n04202417
272	n08370878
273	n08554440
274	n09172283
275	n08665504
276	n02484322
277	n03472112
278	n00519492
279	n02793495
280	n09505418
281	n02125311
282	n09529999
283	n03322099
284	n05217688
285	n02697759
286	n09213565
287	n09448361
288	n08614632
289	n04306080
290	n04487268
291	n09065557
292	n00519579
293	n09945745
294	n04097622
295	n03268790
296	n08598301
297	n04463983
298	n03963645
299	n04235291
300	n03416489
301	n11083656
302	n08794193
303	n09238926
304	n01321230
305	n03594945
306	n09332890
307	n02403231
308	n09433442
309	n04273569
310	n08208560
311	n04128499
312	n03599486
313	n02930766
314	n02726681
315	n08191230
316	n03100490
317	n09613191
318	n08437515
319	n10375506
320	n02918112
321	n04048075
322	n03745146
323	n08494231
324	n03609235
325	n04459362
326	n03619890
327	n09963574
328	n02933112
329	n04045941
330	n03365592
331	n03040229
332	n04081281
333	n04587648
334	n08613472
335	n10393909
336	n03877229
337	n14597758
338	n10120330
339	n02773037
340	n09415584
341	n03441112
342	n04517823
343	n03544360
344	n10282672
345	n04118021
346	n14456054
347	n05564590
348	n09474162
349	n13901321
350	n03539875
351	n03699975
352	n10279018
353	n03316406
354	n14881303
355	n03309808
356	n04590746
357	n04105893
358	n03479952
359	n02747177
360	n14857151
361	n03679712
362	n04367480
363	n10278128
364	n02754103
365	n13650447
366	n04050066
367	n02906734
368	n04379243
369	n08588294
370	n03179701
371	n02911332
372	n02715513
373	n03841666
374	n02967782
375	n03542333
376	n13743605
377	n04292921
378	n03540267
379	n04446521
380	n04156140
381	n02807731
382	n04446276
383	n00656386
384	n02726305
385	n03258330
386	n02691156
387	n02692232
388	n15052555
389	n03471473
390	n03417871
391	n03399852
392	n02836766
393	n08873622
394	n03047052
395	n04190052
396	n05565337
397	n04526520
398	n02690941
399	n04494204
400	n04526241
401	n04546855
402	n03388043
403	n03982060
404	n09304465
405	n03017428
406	n04100174
407	n04105068
408	n09919061
409	n03017835
410	n04317420
411	n02815950
412	n04047401
413	n05282433
414	n04453156
415	n06277280
416	n04405907
417	n03025513
418	n07860988
419	n03819994
420	n03842012
421	n03259505
422	n13112664
423	n00021265
424	n03623556
425	n03990474
426	n09334396
427	n04208210
428	n08647616
429	n04162998
430	n02736511
431	n04223580
432	n03775636
433	n02909870
434	n02797295
435	n09984298
436	n02768864
437	n03167666
438	n03721590
439	n04194289
440	n03339643
441	n04371225
442	n02772197
443	n02512053
444	n07775375
445	n05566504
446	n02908217
447	n02912065
448	n03039827
449	n02933462
450	n09632518
451	n14802921
452	n03039947
453	n00251013
454	n03899533
455	n10768903
456	n03425092
457	n14857497
458	n03417345
459	n03636248
460	n03637318
461	n02821627
462	n04183516
463	n02808440
464	n05254795
465	n04208936
466	n00257580
467	n03962685
468	n03092166
469	n04146050
470	n03200701
471	n02801938
472	n13893694
473	n00347180
474	n10219577
475	n04497962
476	n10120533
477	n10314054
478	n04330340
479	n03459591
480	n03040587
481	n10783145
482	n10783352
483	n08357784
484	n03959485
485	n04554523
486	n02800497
487	n03380724
488	n04456115
489	n03221720
490	n04428008
491	n08900535
492	n03046257
493	n14841267
494	n03050655
495	n04554684
496	n03648066
497	n14938467
498	n03085219
499	n03642806
500	n00717468
501	n05320899
502	n04367746
503	n14870078
504	n04590553
505	n04253437
506	n03899768
507	n10714465
508	n04565233
509	n14461231
510	n05600637
511	n10661002
512	n04589190
513	n02851099
514	n04313503
515	n09605289
516	n02963821
517	n08273167
518	n13762305
519	n01096674
520	n01971280
521	n03920867
522	n03028079
523	n03773035
524	n03887697
525	n14975351
526	n04435180
527	n14863521
528	n04341686
529	n00911048
530	n08632096
531	n03584829
532	n15096661
533	n08559508
534	n03785142
535	n02849154
536	n04209509
537	n00818678
538	n03085602
539	n03807537
540	n03151077
541	n03976657
542	n03984381
543	n03929660
544	n01097292
545	n03082979
546	n14842378
547	n09229409
548	n03454707
549	n02792552
550	n05598147
551	n05528604
552	n05252970
553	n03116530
554	n04150980
555	n04158807
556	n03929443
557	n02764044
558	n14436667
559	n02936714
560	n03610524
561	n10749715
562	n03046657
563	n03118245
564	n03147509
565	n03535429
566	n09433839
567	n10565048
568	n03290771
569	n03033362
570	n04602044
571	n04388743
572	n03540595
573	n05854150
574	n03522100
575	n03620967
576	n03620889
577	n03325088
578	n03207743
579	n04559451
580	n02761392
581	n00255710
582	n02761696
583	n03738241
584	n01015843
585	n03958227
586	n09636339
587	n03038685
588	n13344071
589	n08573472
590	n10176679
591	n10020890
592	n05563266
593	n00671351
594	n08226699
595	n04142434
596	n04144539
597	n05602835
598	n03115180
599	n05238282
600	n09397391
601	n03327234
602	n03239726
603	n04151940
604	n04451818
605	n04414476
606	n04256520
607	n10662474
608	n09366762
609	n02990373
610	n04551055
611	n03524574
612	n14842992
613	n04489817
614	n14956325
615	n04026918
616	n03154073
617	n14804487
618	n09416076
619	n08651247
620	n04298171
621	n02881193
622	n03206908
623	n00015388
624	n04270891
625	n03837422
626	n09722658
627	n03224893
628	n02968074
629	n02951843
630	n09217414
631	n09475925
632	n03532672
633	n10368009
634	n08082602
635	n03201208
636	n04447028
637	n03163222
638	n04314914
639	n04189482
640	n02898369
641	n04090263
642	n03467984
643	n04574999
644	n04150153
645	n02855089
646	n13152742
647	n03862676
648	n02797692
649	n07943870
650	n04183217
651	n04356056
652	n15074962
653	n09476331
654	n08675967
655	n04493381
656	n07405817
657	n14696793
658	n10655169
659	n03365991
660	n04610013
661	n09604981
662	n14857897
663	n05069199
664	n04233124
665	n06581823
666	n11448153
667	n03661340
668	n04705671
669	n03629986
670	n03094503
671	n04459773
672	n03508101
673	n02891188
674	n02762044
675	n02970685
676	n09282208
677	n00251780
678	n02791270
679	n14498096
680	n03935698
681	n13165646
682	n09452395
683	n03214450
684	n04245412
685	n04298661
686	n02839910
687	n06267145
688	n04589745
689	n03438257
690	n05546540
691	n09911226
692	n03004713
693	n04061681
694	n09335809
695	n04203705
696	n04557648
697	n10763383
698	n04326084
699	n08266235
700	n02935891
701	n04220250
702	n02686379
703	n05714466
704	n08242799
705	n05563770
706	n04287153
707	n03830835
708	n03346455
709	n02897820
710	n04283784
711	n09634494
712	n02876657
713	n04187547
714	n03574816
715	n01503061
716	n08054076
717	n02828884
718	n08387806
719	n03001627
720	n02660091
721	n02992529
722	n03797896
723	n14966667
724	n03630262
725	n10004282
726	n10003870
727	n00632017
728	n02988679
729	n03079230
730	n05562595
731	n02690270
732	n03416900
733	n13934596
734	n04162895
735	n04350905
736	n03051540
737	n10297983
738	n03726116
739	n00254415
740	n02818832
741	n03731164
742	n09827683
743	n07921360
744	n15055181
745	n04329477
746	n10641112
747	n03207941
748	n14686913
749	n04603081
750	n04555700
751	n03202354
752	n13865298
753	n07973241
754	n05301072
755	n03207835
756	n03482001
757	n09820263
758	n02778669
759	n00439826
760	n03594148
761	n02799071
762	n03528901
763	n03683708
764	n10101634
765	n03379204
766	n03378765
767	n03378915
768	n00468480
769	n10435988
770	n09901143
771	n02780916
772	n02782778
773	n09835506
774	n02823428
775	n07470420
776	n03397947
777	n03497657
778	n00212065
779	n09786338
780	n03787032
781	n07454758
782	n03351768
783	n02776205
784	n10093658
785	n02799593
786	n04206070
787	n10593521
788	n08625462
789	n04580777
790	n10468559
791	n09620794
792	n10768585
793	n08625073
794	n04108268
795	n09479424
796	n00471613
797	n03162818
798	n03162940
799	n02317335
800	n07468692
801	n08660934
802	n03781055
803	n03565991
804	n08209687
805	n02782329
806	n09843956
807	n06409752
808	n14974264
809	n02949542
810	n04246459
811	n15067877
812	n09992238
813	n07262108
814	n08182379
815	n10002760
816	n05988743
817	n10150940
818	n04251560
819	n02861147
820	n09842047
821	n02802426
822	n02802215
823	n02802544
824	n00480993
825	n13384557
826	n03644378
827	n07732636
828	n10695050
829	n10112591
830	n10709529
831	n04345458
832	n04599235
833	n08238909
834	n00561226
835	n08672738
836	n02954340
837	n02800213
838	n04409515
839	n07469975
840	n02752311
841	n03482877
842	n03482988
843	n10498816
844	n04122825
845	n13837009
846	n03485997
847	n08079319
848	n10294318
849	n05174653
850	n04092447
851	n09284015
852	n10510818
853	n03964744
854	n08191987
855	n02917964
856	n10991936
857	n06595351
858	n03704210
859	n10141109
860	n10665698
861	n02777734
862	n13386614
863	n02777927
864	n00723547
865	n05084201
866	n03792334
867	n03302790
868	n10722385
869	n03727946
870	n03351979
871	n08791167
872	n03792048
873	n08192817
874	n10439851
875	n03533972
876	n03120491
877	n08278324
878	n04344246
879	n03875218
880	n15162388
881	n04254680
882	n04256891
883	n01320872
884	n00552679
885	n05981230
886	n14997012
887	n02773838
888	n08252602
889	n09637211
890	n00604694
891	n03485309
892	n10105733
893	n02866578
894	n00801125
895	n03458271
896	n02856463
897	n15101854
898	n04091839
899	n05695232
900	n10174695
901	n04571292
902	n09874618
903	n02879087
904	n09936892
905	n08278169
906	n09426788
907	n10633450
908	n03777283
909	n10708976
910	n10568200
911	n00282050
912	n04344544
913	n03621473
914	n13875185
915	n04507155
916	n09930876
917	n08428485
918	n02815600
919	n03814906
920	n02774152
921	n08663774
922	n08965475
923	n13384877
924	n07935504
925	n03224032
926	n07470285
927	n01460457
928	n10624074
929	n04337974
930	n03539433
931	n00723241
932	n09335240
933	n03352628
934	n07271648
935	n03500389
936	n02814224
937	n03548402
938	n11842204
939	n03206602
940	n00470966
941	n04118538
942	n13108481
943	n04065132
944	n13099833
945	n13104059
946	n01170502
947	n11508092
948	n03351434
949	n02709367
950	n09376526
951	n04349077
952	n00002684
953	n03641569
954	n04395024
955	n04333129
956	n02758134
957	n02871963
958	n04534651
959	n02742753
960	n13899404
961	n03769235
962	n07710616
963	n03053474
964	n00455599
965	n00475787
966	n07747607
967	n07735510
968	n01887896
969	n10532058
970	n10238375
971	n04373894
972	n09494388
973	n05625879
974	n02797881
975	n09229709
976	n04274530
977	n08506641
978	n07003119
979	n04227144
980	n10242682
981	n03632100
982	n02402425
983	n11118362
984	n07470110
985	n00597265
986	n09393605
987	n10377021
988	n03959936
989	n09931640
990	n10507482
991	n04571088
992	n10506417
993	n02789271
994	n02788689
995	n08647264
996	n02816656
997	n03952576
998	n03742019
999	n05538625
1000	n10751527
1001	n02750070
1002	n09841955
1003	n03624134
1004	n08688779
1005	n10582746
1006	n10377291
1007	n09730533
1008	n00726567
1009	n04199027
1010	n03472535
1011	n02946921
1012	n02920503
1013	n04296562
1014	n14839698
1015	n14806598
1016	n04430158
1017	n07753592
1018	n09981939
1019	n13875392
1020	n09283405
1021	n03963982
1022	n07956721
1023	n09397607
1024	n08629199
1025	n01902274
1026	n11517776
1027	n04161981
1028	n02391049
1029	n07886849
1030	n02823750
1031	n07933274
1032	n03797390
1033	n09900153
1034	n07901587
1035	n07844042
1036	n07914271
1037	n03443371
1038	n07923297
1039	n07614500
1040	n07927197
1041	n02801525
1042	n04488427
1043	n04438897
1044	n07891726
1045	n04592465
1046	n03660909
1047	n09627263
1048	n14592610
1049	n07928696
1050	n07927512
1051	n04255586
1052	n02796995
1053	n08570634
1054	n02417070
1055	n07906284
1056	n04206225
1057	n07884567
1058	n07923748
1059	n03540914
1060	n03359566
1061	n07929519
1062	n03063073
1063	n13768440
1064	n07927931
1065	n07934282
1066	n07924834
1067	n13872822
1068	n04493505
1069	n02880940
1070	n04026053
1071	n03241335
1072	n02789487
1073	n04395875
1074	n07911677
1075	n04018399
1076	n14586769
1077	n03333610
1078	n07926250
1079	n07881800
1080	n07924033
1081	n04263257
1082	n00029378
1083	n14847357
1084	n09809749
1085	n02741587
1086	n07583197
1087	n07585208
1088	n07928790
1089	n08307589
1090	n03603722
1091	n02824058
1092	n03983396
1093	n05399847
1094	n01726692
1095	n15036916
1096	n03800563
1097	n07844604
1098	n02877266
1099	n07845087
1100	n04415815
1101	n10405694
1102	n03836062
1103	n08309086
1104	n04397452
1105	n04415921
1106	n03923379
1107	n14940100
1108	n14940386
1109	n03518445
1110	n03216710
1111	n02971356
1112	n02883344
1113	n04422727
1114	n07890352
1115	n07893642
1116	n03372549
1117	n15044844
1118	n04592099
1119	n03593526
1120	n03168107
1121	n03725600
1122	n07906111
1123	n09886220
1124	n02935658
1125	n04379964
1126	n00936620
1127	n07922764
1128	n07914413
1129	n03880323
1130	n06332364
1131	n03880531
1132	n03199647
1133	n03891251
1134	n07773428
1135	n12587803
1136	n03944672
1137	n02120997
1138	n10639925
1139	n02815834
1140	n03733805
1141	n09877856
1142	n07924443
1143	n03063599
1144	n10470779
1145	n13766733
1146	n05017909
1147	n12197211
1148	n07892512
1149	n04520170
1150	n07447641
1151	n08439022
1152	n04334232
1153	n02126465
1154	n09189411
1155	n03506370
1156	n07916041
1157	n13766337
1158	n07452074
1159	n08253640
1160	n13619168
1161	n03610418
1162	n13768064
1163	n03557141
1164	n14625458
1165	n00799809
1166	n15138691
1167	n01240745
1168	n13777764
1169	n03168217
1170	n13931145
1171	n00518303
1172	n07674508
1173	n03089624
1174	n03513376
1175	n08518171
1176	n07930062
1177	n04409712
1178	n09637339
1179	n09641130
1180	n02960903
1181	n04469514
1182	n05869584
1183	n10618342
1184	n05597436
1185	n05597734
1186	n05562249
1187	n03872495
1188	n05553288
1189	n05552607
1190	n03464467
1191	n06613686
1192	n10188226
1193	n03399240
1194	n03626115
1195	n08511241
1196	n05549830
1197	n06839190
1198	n04198797
1199	n04059701
1200	n05560787
1201	n03654826
1202	n10793168
1203	n05548840
1204	n04607141
1205	n08649345
1206	n05559256
1207	n04161358
1208	n04373704
1209	n05556943
1210	n08523483
1211	n05081300
1212	n06596364
1213	n06389553
1214	n10230580
1215	n02885663
1216	n09870208
1217	n05546040
1218	n02872752
1219	n05555473
1220	n09870926
1221	n04404997
1222	n05514081
1223	n04407435
1224	n05562902
1225	n08723006
1226	n10415638
1227	n08584618
1228	n09765278
1229	n08663860
1230	n08510666
1231	n04326547
1232	n08690792
1233	n00628692
1234	n08565701
1235	n10213652
1236	n10130686
1237	n10492727
1238	n04092959
1239	n05564323
1240	n02798290
1241	n10477077
1242	n09913455
1243	n08521623
1244	n02169497
1245	n00428000
1246	n04023962
1247	n02885338
1248	n05573602
1249	n10559603
1250	n03387016
1251	n10493199
1252	n08511970
1253	n09939313
1254	n10638922
1255	n04251701
1256	n09326662
1257	n03180969
1258	n03498536
1259	n03220692
1260	n10514429
1261	n09215315
1262	n03307274
1263	n03446528
1264	n09940818
1265	n13165815
1266	n07464725
1267	n06780678
1268	n05524615
1269	n05553768
1270	n07344233
1271	n03219135
1272	n11124300
1273	n08238463
1274	n05556325
1275	n05555688
1276	n05596651
1277	n02122948
1278	n08549911
1279	n05216365
1280	n03399677
1281	n10683349
1282	n10683126
1283	n10417168
1284	n05514905
1285	n05599617
1286	n10358889
1287	n03018971
1288	n03255648
1289	n14872697
1290	n00884466
1291	n10153594
1292	n03873848
1293	n10436851
1294	n05558717
1295	n03354903
1296	n05302499
1297	n09773245
1298	n02779435
1299	n05395690
1300	n05551318
1301	n03319745
1302	n02324045
1303	n03222959
1304	n03281145
1305	n10130447
1306	n10629647
1307	n10340312
1308	n03442756
1309	n08511570
1310	n04134008
1311	n05554653
1312	n13935400
1313	n13770169
1314	n07879450
1315	n03025755
1316	n12110085
1317	n04284002
1318	n07555863
1319	n02395406
1320	n03935234
1321	n07649854
1322	n01697178
1323	n01698434
1324	n05554405
1325	n07849336
1326	n02370360
1327	n02236355
1328	n01758308
1329	n01792042
1330	n09369169
1331	n01318279
1332	n02159955
1333	n01758510
1334	n01504344
1335	n02117135
1336	n03383948
1337	n05793907
1338	n07805966
1339	n07557165
1340	n07806043
1341	n03993180
1342	n09988063
1343	n09290777
1344	n13135832
1345	n01541386
1346	n07644382
1347	n02062017
1348	n05399034
1349	n01058870
1350	n07873807
1351	n02114100
1352	n10375214
1353	n07657903
1354	n05301908
1355	n07668702
1356	n02114855
1357	n01323068
1358	n07802026
1359	n02411705
1360	n10078806
1361	n07800091
1362	n07805594
1363	n07775197
1364	n07739125
1365	n01877134
1366	n12893794
1367	n05554189
1368	n08547468
1369	n02843276
1370	n13163803
1371	n11748811
1372	n02355227
1373	n01861778
1374	n07993526
1375	n12937678
1376	n07758680
1377	n02313008
1378	n10231515
1379	n01322604
1380	n07702796
1381	n10399491
1382	n07801007
1383	n03950228
1384	n01791625
1385	n13768748
1386	n12156819
1387	n07628870
1388	n08581299
1389	n03819595
1390	n07679356
1391	n10112129
1392	n01811909
1393	n01922303
1394	n02402010
1395	n11683989
1396	n13111504
1397	n07850329
1398	n02055803
1399	n07802417
1400	n08256369
1401	n07663899
1402	n02395694
1403	n04346428
1404	n13764639
1405	n07681926
1406	n03871628
1407	n07683786
1408	n09827519
1409	n07711569
1410	n02437616
1411	n13136556
1412	n03870461
1413	n10153414
1414	n07825850
1415	n07651025
1416	n03936764
1417	n03936568
1418	n02430045
1419	n13134947
1420	n01888411
1421	n07622261
1422	n01846331
1423	n01855672
1424	n03403643
1425	n07699914
1426	n07699584
1427	n01322343
1428	n02131653
1429	n07874995
1430	n07617188
1431	n10142747
1432	n14883517
1433	n08254331
1434	n10147935
1435	n03478907
1436	n08254876
1437	n04298765
1438	n02412440
1439	n07568502
1440	n01792158
1441	n07644967
1442	n07871234
1443	n07712063
1444	n02406174
1445	n03322570
1446	n07745940
1447	n07804323
1448	n10179649
1449	n04169707
1450	n04476259
1451	n07764847
1452	n13367913
1453	n01816887
1454	n02430830
1455	n12212361
1456	n04149083
1457	n13385216
1458	n10079310
1459	n04376876
1460	n03816136
1461	n07707451
1462	n02481823
1463	n02200198
1464	n05418717
1465	n05217168
1466	n03131574
1467	n02226429
1468	n01562265
1469	n05811214
1470	n03816394
1471	n04963449
1472	n03740161
1473	n03016389
1474	n02432704
1475	n04399382
1476	n04046172
1477	n14959939
1478	n10243137
1479	n07266776
1480	n13765749
1481	n03934998
1482	n07880583
1483	n01661091
1484	n01674464
1485	n13998966
1486	n04414199
1487	n15245990
1488	n10182190
1489	n07573696
1490	n07801779
1491	n04450749
1492	n02123159
1493	n04010927
1494	n14765422
1495	n08544125
1496	n12144580
1497	n02410702
1498	n02416820
1499	n03285912
1500	n01605630
1501	n11876803
1502	n11986306
1503	n07859284
1504	n10345100
1505	n03876519
1506	n02330245
1507	n07697100
1508	n01858441
1509	n08619620
1510	n07778938
1511	n00459845
1512	n03115897
1513	n07855510
1514	n12143676
1515	n09400826
1516	n12318378
1517	n07771212
1518	n01579260
1519	n09403427
1520	n07701244
1521	n10806113
1522	n13901423
1523	n02072798
1524	n03825788
1525	n01323155
1526	n02439033
1527	n02219486
1528	n01482330
1529	n03159535
1530	n04038727
1531	n07805006
1532	n04371774
1533	n04052658
1534	n02937469
1535	n12141385
1536	n01514431
1537	n02954938
1538	n07289358
1539	n09833651
1540	n03876231
1541	n03274265
1542	n04453298
1543	n02157557
1544	n03475581
1545	n07829412
1546	n07601999
1547	n12166424
1548	n04018667
1549	n04362025
1550	n03714235
1551	n02852523
1552	n07711080
1553	n05313535
1554	n03074855
1555	n02121808
1556	n05581693
1557	n03805180
1558	n04157320
1559	n09284589
1560	n09804806
1561	n03188531
1562	n07635155
1563	n07623136
1564	n13485270
1565	n03308481
1566	n03208229
1567	n03805725
1568	n05584265
1569	n03995372
1570	n10602985
1571	n04131208
1572	n15098161
1573	n04700642
1574	n02953673
1575	n07695878
1576	n07848338
1577	n07695742
1578	n04426788
1579	n03625355
1580	n07680932
1581	n07693972
1582	n09587565
1583	n04460130
1584	n05282746
1585	n03150232
1586	n04331639
1587	n07673145
1588	n06415419
1589	n14702875
1590	n14705386
1591	n02382437
1592	n02433925
1593	n02432983
1594	n04025130
1595	n04025350
1596	n02788021
1597	n04048568
1598	n03015254
1599	n03237340
1600	n03405725
1601	n08651832
1602	n03945167
1603	n04112752
1604	n02807616
1605	n07621001
1606	n07840804
1607	n09432430
1608	n09639237
1609	n14984973
1610	n05313822
1611	n03309110
1612	n03586760
1613	n05845652
1614	n07597365
1615	n08500433
1616	n02790669
1617	n02805283
1618	n03459914
1619	n09843200
1620	n03075097
1621	n07693048
1622	n07692614
1623	n02139199
1624	n07248801
1625	n03794136
1626	n03690938
1627	n02887079
1628	n03908204
1629	n03991062
1630	n03375694
1631	n02311060
1632	n04536866
1633	n04955160
1634	n07690892
1635	n11669921
1636	n03238131
1637	n05314919
1638	n03724066
1639	n04315713
1640	n05539138
1641	n00017222
1642	n14820933
1643	n07625493
1644	n07623263
1645	n03238586
1646	n14705718
1647	n03521076
1648	n04952944
1649	n04227900
1650	n07869775
1651	n14841923
1652	n07636271
1653	n09884815
1654	n14705287
1655	n07871810
1656	n02534734
1657	n04600486
1658	n03717921
1659	n02926188
1660	n14009946
1661	n04204347
1662	n03484083
1663	n08640739
1664	n10553235
1665	n04462011
1666	n02951358
1667	n03020034
1668	n04372370
1669	n04401088
1670	n04576002
1671	n09227839
1672	n05588174
1673	n08676499
1674	n03783755
1675	n02950256
1676	n03220802
1677	n14002279
1678	n04545305
1679	n09466678
1680	n14698884
1681	n02452637
1682	n04191595
1683	n05549061
1684	n04561548
1685	n03297354
1686	n03294048
1687	n04336792
1688	n03219612
1689	n15075141
1690	n03490119
1691	n04027023
1692	n15237044
1693	n03996416
1694	n02439929
1695	n02324587
1696	n04543509
1697	n04543158
1698	n09308398
1699	n14915184
1700	n03461385
1701	n02882301
1702	n02882190
1703	n02882014
1704	n03640589
1705	n10426749
1706	n07756951
1707	n03743902
1708	n14947807
1709	n14516256
1710	n02804414
1711	n04093625
1712	n03558176
1713	n03440512
1714	n09233446
1715	n02795169
1716	n09347779
1717	n03427296
1718	n03470948
1719	n13900422
1720	n13388245
1721	n04358707
1722	n08229694
1723	n03445777
1724	n04399537
1725	n10136959
1726	n03446070
1727	n04051549
1728	n03463832
1729	n04037443
1730	n03739693
1731	n07432835
1732	n02916179
1733	n04149208
1734	n11454591
1735	n03416640
1736	n05521111
1737	n05557339
1738	n03541091
1739	n03333252
1740	n03524150
1741	n00467995
1742	n03696065
1743	n04316646
1744	n02964389
1745	n03234306
1746	n05033046
1747	n04119478
1748	n04458843
1749	n04152593
1750	n03256166
1751	n03722288
1752	n04495843
1753	n02880008
1754	n10179291
1755	n03557360
1756	n05579944
1757	n10722575
1758	n01017320
1759	n10694258
1760	n03089348
1761	n02848216
1762	n04149374
1763	n01662784
1764	n14758536
1765	n14942762
1766	n02871005
1767	n02871439
1768	n06410904
1769	n02774630
1770	n13715755
1771	n05026843
1772	n08560027
1773	n04440749
1774	n02983507
1775	n08588152
1776	n10542761
1777	n00344421
1778	n05240211
1779	n03941684
1780	n05581932
1781	n09376786
1782	n04467307
1783	n14769465
1784	n02693246
1785	n02966372
1786	n08615810
1787	n03695957
1788	n03335600
1789	n02364673
1790	n04200800
1791	n04299215
1792	n04317833
1793	n08008017
1794	n02790996
1795	n04578934
1796	n07302836
1797	n03343560
1798	n14686186
1799	n08398773
1800	n02926886
1801	n03400231
1802	n04596742
1803	n03459328
1804	n07806221
1805	n12901264
1806	n03775199
1807	n00715843
1808	n04598010
1809	n04270147
1810	n04330267
1811	n07843636
1812	n04269944
1813	n03101796
1814	n00246754
1815	n03378174
1816	n02850732
1817	n04141975
1818	n04103206
1819	n07569106
1820	n02440250
1821	n03775546
1822	n07709333
1823	n03425595
1824	n04597913
1825	n15048623
1826	n14802167
1827	n07303585
1828	n07866723
1829	n13809207
1830	n03633091
1831	n14718362
1832	n07572957
1833	n02951585
1834	n03543254
1835	n03781244
1836	n07621618
1837	n07863374
1838	n03438661
1839	n10278263
1840	n02978753
1841	n07856270
1842	n07764155
1843	n07695965
1844	n07868340
1845	n07842308
1846	n03621049
1847	n13149506
1848	n14586258
1849	n07832902
1850	n03547054
1851	n07622708
1852	n12860365
1853	n07811416
1854	n07819896
1855	n07647731
1856	n01794158
1857	n04038440
1858	n09280113
1859	n07303335
1860	n07860805
1861	n03078506
1862	n04130447
1863	n03454885
1864	n07871436
1865	n03963198
1866	n02544475
1867	n14960090
1868	n03422072
1869	n07671459
1870	n02923331
1871	n07612632
1872	n04722910
1873	n12897493
1874	n07698915
