463	typing
464	uncorking
465	unloading
466	unlocking
467	unpacking
468	unplugging
469	unveiling
470	urinating
471	vacuuming
472	vaulting
473	videotaping
474	voting
475	waddling
476	wading
477	wagging
478	waiting
479	walking
480	washing
481	watering
482	waving
483	waxing
484	weeding
485	weeping
486	weighing
487	welding
488	wetting
489	wheeling
490	whipping
491	whirling
492	whisking
493	whistling
494	wilting
495	winking
496	wiping
497	working
498	wrapping
499	wringing
500	wrinkling
501	writing
502	yanking
503	yawning
